15.6	0.0236	10.2	0	0.0222	1.77	0
15.65	0.0236	10.2	0	0.0222	1.77	0
15.7	0.0236	10.2	0	0.0222	1.77	0
15.75	0.0236	10.2	0	0.0222	1.77	0
15.8	0.0236	10.2	0	0.0222	1.77	0
15.85	0.0236	10.2	0	0.0222	1.77	0
15.9	0.0236	10.2	0	0.0222	1.77	0
15.95	0.0236	10.2	0	0.0222	1.77	0
16	0.07	5.49	0	0.0607	0.464	0
16.05	0.07	5.49	0	0.0607	0.464	0
16.1	0.07	5.49	0	0.0607	0.464	0
16.15	0.07	5.49	0	0.0607	0.464	0
16.2	0.07	5.49	0	0.0607	0.464	0
16.25	0.07	5.49	0	0.0607	0.464	0
16.3	0.07	5.49	0	0.0607	0.464	0
16.35	0.07	5.49	0	0.0607	0.464	0
16.4	0.07	5.49	0	0.0607	0.464	0
16.45	0.07	5.49	0	0.0607	0.464	0
16.5	0.07	5.49	0	0.0607	0.464	0
16.55	0.07	5.49	0	0.0607	0.464	0
16.6	0.07	5.49	0	0.0607	0.464	0
16.65	0.07	5.49	0	0.0607	0.464	0
16.7	0.07	5.49	0	0.0607	0.464	0
16.75	0.07	5.49	0	0.0607	0.464	0
16.8	0.07	5.49	0	0.0607	0.464	0
16.85	0.07	5.49	0	0.0607	0.464	0
16.9	0.07	5.49	0	0.0607	0.464	0
16.95	0.07	5.49	0	0.0607	0.464	0
17	0	2.42	0	0	0.436	0
17.05	0	2.42	0	0	0.436	0
17.1	0	2.42	0	0	0.436	0
17.15	0	2.42	0	0	0.436	0
17.2	0	2.42	0	0	0.436	0
17.25	0	2.42	0	0	0.436	0
17.3	0	2.42	0	0	0.436	0
17.35	0	2.42	0	0	0.436	0
17.4	0	2.42	0	0	0.436	0
17.45	0	2.42	0	0	0.436	0
17.5	0	2.42	0	0	0.436	0
17.55	0	2.42	0	0	0.436	0
17.6	0	2.42	0	0	0.436	0
17.65	0	2.42	0	0	0.436	0
17.7	0	2.42	0	0	0.436	0
17.75	0	2.42	0	0	0.436	0
17.8	0	2.42	0	0	0.436	0
17.85	0	2.42	0	0	0.436	0
17.9	0	2.42	0	0	0.436	0
17.95	0	2.42	0	0	0.436	0
18	0	1.68	0	0	0.112	0
18.05	0	1.68	0	0	0.112	0
18.1	0	1.68	0	0	0.112	0
18.15	0	1.68	0	0	0.112	0
18.2	0	1.68	0	0	0.112	0
18.25	0	1.68	0	0	0.112	0
18.3	0	1.68	0	0	0.112	0
18.35	0	1.68	0	0	0.112	0
18.4	0	1.68	0	0	0.112	0
18.45	0	1.68	0	0	0.112	0
18.5	0	1.68	0	0	0.112	0
18.55	0	1.68	0	0	0.112	0
18.6	0	1.68	0	0	0.112	0
18.65	0	1.68	0	0	0.112	0
18.7	0	1.68	0	0	0.112	0
18.75	0	1.68	0	0	0.112	0
18.8	0	1.68	0	0	0.112	0
18.85	0	1.68	0	0	0.112	0
18.9	0	1.68	0	0	0.112	0
1895	0	1.68	0	0	0.112	0
19	0	0.974	0	0	0	0
19.05	0	0.974	0	0	0	0
19.1	0	0.974	0	0	0	0
19.15	0	0.974	0	0	0	0
19.2	0	0.974	0	0	0	0
19.25	0	0.974	0	0	0	0
19.3	0	0.974	0	0	0	0
19.35	0	0.974	0	0	0	0
19.4	0	0.974	0	0	0	0
19.45	0	0.974	0	0	0	0
19.5	0	0.974	0	0	0	0
19.55	0	0.974	0	0	0	0
19.6	0	0.974	0	0	0	0
19.65	0	0.974	0	0	0	0
19.7	0	0.974	0	0	0	0
19.75	0	0.974	0	0	0	0
19.8	0	0.974	0	0	0	0
19.85	0	0.974	0	0	0	0
19.9	0	0.974	0	0	0	0
19.95	0	0.974	0	0	0	0
20	0	0.141	0	0	0.00203	0
20.05	0	0.141	0	0	0.00203	0
20.1	0	0.141	0	0	0.00203	0
20.15	0	0.141	0	0	0.00203	0
20.2	0	0.141	0	0	0.00203	0
